Subject_ID,Face_Name,Attractiveness,Trustworthiness,Intelligence,Dominance,Memorability,Emotional_ness,StrandedMotorists,DatingApp,JobApplication,EyeWitness,Election,PD,UG,TG,Gender,Ethnicity
1,67,1,7,6,7,9,1,7,4,4,9,5,6,6,6,Male,East Asian
1,82,1,6,9,4,4,6,4,4,4,6,8,9,5,4,Male,East Asian
1,115,1,8,7,7,1,2,4,5,5,4,6,3,7,7,Male,East Asian
1,138,NaN,NaN,NaN,NaN,NaN,NaN,3,3,5,7,8,NaN,NaN,NaN,Male,East Asian
1,215,NaN,NaN,NaN,NaN,NaN,NaN,3,4,3,6,7,NaN,NaN,NaN,Male,East Asian
1,232,NaN,NaN,NaN,NaN,NaN,NaN,2,4,3,3,1,NaN,NaN,NaN,Male,East Asian
1,268,8,7,7,3,9,5,9,9,8,7,7,7,7,7,Male,East Asian
1,275,3,7,5,8,4,6,6,4,4,4,7,4,4,8,Male,East Asian
1,407,1,3,5,4,9,2,4,4,3,3,2,1,2,3,Male,East Asian
1,427,NaN,NaN,NaN,NaN,NaN,NaN,4,4,4,9,7,NaN,NaN,NaN,Male,East Asian
1,465,NaN,NaN,NaN,NaN,NaN,NaN,6,6,6,7,7,NaN,NaN,NaN,Male,East Asian
1,497,1,2,3,8,9,1,4,5,1,2,1,1,2,2,Male,East Asian
1,521,6,4,8,3,4,7,5,7,7,4,6,7,7,3,Male,East Asian
1,533,4,4,4,8,3,3,8,7,4,3,9,2,3,3,Male,East Asian
1,543,1,3,8,8,3,2,6,5,6,6,7,3,4,3,Male,East Asian
1,549,3,6,8,1,3,8,8,6,9,9,9,7,6,8,Male,East Asian
1,639,3,6,4,4,3,2,3,2,1,3,3,4,5,3,Male,East Asian
1,646,1,4,3,6,9,9,4,5,4,4,3,2,3,2,Male,East Asian
1,655,1,9,7,6,9,4,8,3,2,4,8,9,7,5,Male,East Asian
1,678,1,9,9,5,3,3,6,5,9,8,9,8,6,8,Male,East Asian
1,753,6,3,6,1,7,6,8,9,8,3,3,6,5,6,Male,East Asian
1,786,NaN,NaN,NaN,NaN,NaN,NaN,6,5,6,7,4,NaN,NaN,NaN,Male,East Asian
1,883,NaN,NaN,NaN,NaN,NaN,NaN,6,6,6,7,7,NaN,NaN,NaN,Male,East Asian
1,944,1,3,5,4,3,4,6,6,6,4,2,5,4,6,Male,East Asian
1,1006,3,4,5,3,3,3,3,4,7,8,4,6,4,4,Male,East Asian
1,1017,NaN,NaN,NaN,NaN,NaN,NaN,4,4,4,3,3,NaN,NaN,NaN,Male,East Asian
1,1070,3,3,4,2,4,3,6,4,4,6,3,4,5,6,Male,East Asian
1,1074,NaN,NaN,NaN,NaN,NaN,NaN,6,6,6,1,3,NaN,NaN,NaN,Male,East Asian
1,1075,NaN,NaN,NaN,NaN,NaN,NaN,3,4,6,6,7,NaN,NaN,NaN,Male,East Asian
1,1076,1,8,8,7,9,5,4,5,3,4,7,2,5,3,Male,East Asian
1,1088,NaN,NaN,NaN,NaN,NaN,NaN,3,2,2,7,3,NaN,NaN,NaN,Male,East Asian
1,1132,NaN,NaN,NaN,NaN,NaN,NaN,7,6,4,4,3,NaN,NaN,NaN,Male,East Asian
1,1152,2,7,7,4,4,4,1,1,2,3,3,6,4,5,Male,East Asian
1,1212,7,5,5,1,5,6,9,8,4,6,6,8,6,6,Male,East Asian
1,1239,2,6,8,7,6,4,5,3,3,6,4,7,3,7,Male,East Asian
1,1272,4,3,7,5,2,5,6,5,7,6,3,7,8,6,Male,East Asian
1,1309,NaN,NaN,NaN,NaN,NaN,NaN,5,5,4,4,3,NaN,NaN,NaN,Male,East Asian
1,1349,3,6,4,3,4,3,2,7,8,6,2,6,5,6,Male,East Asian
1,1350,2,7,7,6,8,4,2,1,2,7,7,7,7,5,Male,East Asian
1,1375,2,7,7,4,3,3,7,6,9,9,9,4,3,6,Male,East Asian
1,1391,2,4,4,1,9,9,3,6,6,1,5,2,4,4,Male,East Asian
1,1403,1,4,2,1,7,9,1,1,3,6,3,1,2,2,Male,East Asian
1,1439,7,2,5,9,6,9,7,6,3,2,6,4,3,3,Male,East Asian
1,1456,1,2,1,8,9,1,2,4,1,1,1,1,6,1,Male,East Asian
1,1466,1,7,8,4,9,5,6,5,5,6,4,9,2,9,Male,East Asian
1,1494,3,5,7,2,6,8,4,6,6,6,3,4,5,6,Male,East Asian
1,1499,NaN,NaN,NaN,NaN,NaN,NaN,7,8,8,3,7,NaN,NaN,NaN,Male,East Asian
1,1503,3,4,6,4,2,7,6,6,7,7,8,3,7,8,Male,East Asian
1,1512,8,1,3,8,9,1,9,9,7,4,7,3,2,2,Male,East Asian
1,1528,2,8,7,8,3,2,2,1,3,7,6,6,6,7,Male,East Asian
1,1605,4,4,5,3,5,3,4,6,6,4,7,7,4,7,Male,East Asian
1,1609,2,6,3,4,2,4,3,4,4,3,3,6,3,4,Male,East Asian
1,1711,6,5,5,2,4,8,6,1,8,9,9,7,3,7,Male,East Asian
1,1722,1,7,9,3,5,8,4,5,4,6,5,2,4,6,Male,East Asian
1,1732,6,5,5,3,4,4,7,6,6,7,7,7,5,7,Male,East Asian
1,1753,1,1,1,9,8,9,3,4,1,1,1,1,1,3,Male,East Asian
1,1780,7,2,4,7,4,1,8,9,7,3,4,6,7,5,Male,East Asian
1,1793,1,4,4,4,9,4,4,3,3,9,2,3,4,2,Male,East Asian
1,1894,1,7,9,3,7,7,1,2,6,4,4,4,7,4,Male,East Asian
1,1897,2,5,4,2,3,7,2,3,6,7,1,7,3,2,Male,East Asian
1,1942,1,3,6,3,7,8,4,5,4,6,3,3,4,6,Male,East Asian
1,1944,2,5,7,6,8,4,6,5,6,4,5,7,6,4,Male,East Asian
1,1954,6,5,8,4,7,5,7,8,9,7,7,9,9,8,Male,East Asian
1,1960,NaN,NaN,NaN,NaN,NaN,NaN,4,5,4,3,6,NaN,NaN,NaN,Male,East Asian
1,1999,5,2,6,5,2,4,6,5,6,4,7,3,4,3,Male,East Asian
1,2002,NaN,NaN,NaN,NaN,NaN,NaN,4,4,4,3,3,NaN,NaN,NaN,Male,East Asian
1,2066,4,4,4,4,4,6,6,7,7,1,8,4,3,4,Male,East Asian
1,2118,NaN,NaN,NaN,NaN,NaN,NaN,7,7,5,3,2,NaN,NaN,NaN,Male,East Asian
1,2191,NaN,NaN,NaN,NaN,NaN,NaN,7,6,7,4,3,NaN,NaN,NaN,Male,East Asian
1,2204,9,2,3,9,9,1,4,9,2,1,1,4,7,2,Male,East Asian
1,2208,NaN,NaN,NaN,NaN,NaN,NaN,5,5,6,6,7,NaN,NaN,NaN,Male,East Asian
1,2221,NaN,NaN,NaN,NaN,NaN,NaN,8,6,7,7,9,NaN,NaN,NaN,Male,East Asian
10,67,5,7,6,3,1,5,5,3,1,1,1,5,3,5,Male,White
10,82,6,7,9,5,2,5,9,9,9,5,9,4,5,8,Male,White
10,115,5,5,7,5,1,5,8,5,7,1,5,2,5,6,Male,White
10,138,NaN,NaN,NaN,NaN,NaN,NaN,1,1,7,1,6,NaN,NaN,NaN,Male,White
10,215,NaN,NaN,NaN,NaN,NaN,NaN,8,9,5,NaN,9,NaN,NaN,NaN,Male,White
10,232,NaN,NaN,NaN,NaN,NaN,NaN,9,2,7,5,1,NaN,NaN,NaN,Male,White
10,268,8,7,8,8,5,5,9,9,9,5,1,8,5,7,Male,White
10,275,5,5,5,5,1,5,3,5,5,6,5,5,5,4,Male,White
10,407,5,7,7,5,2,5,3,8,3,8,6,6,3,6,Male,White
10,427,NaN,NaN,NaN,NaN,NaN,NaN,5,9,5,8,4,NaN,NaN,NaN,Male,White
10,465,NaN,NaN,NaN,NaN,NaN,NaN,9,8,5,2,9,NaN,NaN,NaN,Male,White
10,497,5,5,5,3,1,5,7,9,3,9,1,6,5,3,Male,White
10,521,NaN,7,8,5,1,6,9,7,5,5,5,5,5,5,Male,White
10,533,6,7,6,NaN,2,5,1,9,7,5,9,3,5,6,Male,White
10,543,5,5,8,6,2,8,1,8,7,1,7,1,3,7,Male,White
10,549,8,7,7,6,3,8,2,9,9,9,9,9,5,6,Male,White
10,639,6,5,7,5,1,5,1,1,7,NaN,9,6,4,5,Male,White
10,646,5,7,8,5,1,7,9,2,3,9,3,5,4,5,Male,White
10,655,5,7,5,5,1,5,2,2,7,6,9,7,1,6,Male,White
10,678,5,5,5,5,1,6,3,1,7,1,9,1,4,7,Male,White
10,753,9,7,7,6,5,7,9,9,7,4,9,7,3,7,Male,White
10,786,NaN,NaN,NaN,NaN,NaN,NaN,9,NaN,3,9,1,NaN,NaN,NaN,Male,White
10,883,NaN,NaN,NaN,NaN,NaN,NaN,1,3,3,1,9,NaN,NaN,NaN,Male,White
10,944,5,5,8,3,1,5,1,1,1,5,1,5,3,6,Male,White
10,1006,5,5,9,3,1,5,2,3,3,1,1,7,3,5,Male,White
10,1017,NaN,NaN,NaN,NaN,NaN,NaN,9,7,7,9,1,NaN,NaN,NaN,Male,White
10,1070,5,7,7,3,1,7,NaN,1,1,9,1,7,4,5,Male,White
10,1074,NaN,NaN,NaN,NaN,NaN,NaN,5,1,5,2,6,NaN,NaN,NaN,Male,White
10,1075,NaN,NaN,NaN,NaN,NaN,NaN,8,1,5,8,5,NaN,NaN,NaN,Male,White
10,1076,5,5,6,6,1,5,1,1,3,1,1,5,3,3,Male,White
10,1088,NaN,NaN,NaN,NaN,NaN,NaN,2,1,7,7,1,NaN,NaN,NaN,Male,White
10,1132,NaN,NaN,NaN,NaN,NaN,NaN,2,9,5,2,5,NaN,NaN,NaN,Male,White
10,1152,6,7,7,5,1,6,1,1,1,5,9,7,5,7,Male,White
10,1212,6,5,6,5,1,6,1,6,7,3,1,5,4,6,Male,White
10,1239,6,7,8,4,1,7,1,3,5,5,5,7,4,5,Male,White
10,1272,9,7,9,8,5,6,9,9,7,9,9,7,4,8,Male,White
10,1309,NaN,NaN,NaN,NaN,NaN,NaN,7,5,7,5,4,NaN,NaN,NaN,Male,White
10,1349,5,5,5,3,1,5,8,8,3,4,1,3,3,4,Male,White
10,1350,5,7,5,5,3,6,1,1,3,6,1,5,3,5,Male,White
10,1375,5,7,8,5,1,5,NaN,5,3,7,9,5,3,5,Male,White
10,1391,5,5,5,4,1,5,5,7,9,9,9,3,3,4,Male,White
10,1403,5,5,5,3,1,7,5,1,7,8,6,5,3,3,Male,White
10,1439,6,6,6,5,3,5,8,7,7,9,9,4,4,5,Male,White
10,1456,5,5,5,3,1,7,8,1,1,1,1,3,2,2,Male,White
10,1466,5,7,7,3,1,5,2,5,3,9,5,5,3,6,Male,White
10,1494,5,5,5,4,1,5,7,5,5,4,5,3,3,5,Male,White
10,1499,NaN,NaN,NaN,NaN,NaN,NaN,8,9,3,3,9,NaN,NaN,NaN,Male,White
10,1503,5,5,6,4,1,6,7,2,7,2,4,5,3,5,Male,White
10,1512,7,5,7,6,5,6,5,9,3,2,4,7,3,5,Male,White
10,1528,8,5,8,6,5,8,4,9,7,9,9,7,6,6,Male,White
10,1605,9,7,8,5,5,5,NaN,9,9,1,9,5,5,7,Male,White
10,1609,5,7,6,3,1,6,7,5,5,NaN,1,3,3,5,Male,White
10,1711,5,7,5,3,1,5,5,1,5,5,9,7,5,5,Male,White
10,1722,5,7,5,5,2,6,3,3,5,1,5,5,5,6,Male,White
10,1732,5,6,8,5,1,5,3,5,5,NaN,9,3,3,7,Male,White
10,1753,5,5,5,3,1,7,NaN,5,7,3,1,1,5,2,Male,White
10,1780,6,6,7,6,1,5,6,1,3,1,1,2,4,3,Male,White
10,1793,5,7,8,4,1,5,5,1,5,9,1,7,5,4,Male,White
10,1894,8,8,5,6,3,7,9,4,3,7,9,7,5,5,Male,White
10,1897,5,5,5,5,1,7,9,1,3,5,1,1,1,2,Male,White
10,1942,6,7,7,5,1,7,7,9,5,9,9,8,3,7,Male,White
10,1944,5,6,8,5,1,6,7,7,5,9,5,7,3,6,Male,White
10,1954,9,7,6,7,1,6,9,9,3,NaN,1,7,4,6,Male,White
10,1960,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,7,1,9,NaN,NaN,NaN,Male,White
10,1999,5,7,7,5,1,6,3,1,5,1,1,5,3,7,Male,White
10,2002,NaN,NaN,NaN,NaN,NaN,NaN,1,2,5,8,1,NaN,NaN,NaN,Male,White
10,2066,6,7,7,5,2,6,5,9,5,1,9,7,5,5,Male,White
10,2118,NaN,NaN,NaN,NaN,NaN,NaN,9,9,3,9,4,NaN,NaN,NaN,Male,White
10,2191,NaN,NaN,NaN,NaN,NaN,NaN,2,1,5,NaN,1,NaN,NaN,NaN,Male,White
10,2204,7,6,6,7,5,6,5,9,5,5,1,2,6,5,Male,White
10,2208,NaN,NaN,NaN,NaN,NaN,NaN,3,5,3,5,6,NaN,NaN,NaN,Male,White
10,2221,NaN,NaN,NaN,NaN,NaN,NaN,1,8,3,5,9,NaN,NaN,NaN,Male,White
101,67,1,2,4,4,2,3,1,1,1,1,1,9,8,1,Female,East Asian
101,82,1,4,5,4,6,4,5,NaN,3,1,5,5,5,2,Female,East Asian
101,115,2,5,5,4,3,3,9,5,3,9,5,9,5,2,Female,East Asian
101,138,NaN,NaN,NaN,NaN,NaN,NaN,5,1,3,3,5,NaN,NaN,NaN,Female,East Asian
101,215,NaN,NaN,NaN,NaN,NaN,NaN,5,5,7,7,5,NaN,NaN,NaN,Female,East Asian
101,232,NaN,NaN,NaN,NaN,NaN,NaN,5,1,1,7,5,NaN,NaN,NaN,Female,East Asian
101,268,4,6,6,3,5,3,5,9,9,9,5,1,5,3,Female,East Asian
101,275,2,4,5,4,4,3,5,5,3,3,5,5,5,2,Female,East Asian
101,407,1,2,4,3,6,4,5,1,7,5,5,5,8,1,Female,East Asian
101,427,NaN,NaN,NaN,NaN,NaN,NaN,5,5,3,1,9,NaN,NaN,NaN,Female,East Asian
101,465,NaN,NaN,NaN,NaN,NaN,NaN,5,5,3,3,5,NaN,NaN,NaN,Female,East Asian
101,497,3,2,6,4,4,3,1,1,3,1,1,9,8,1,Female,East Asian
101,521,1,3,6,4,6,4,5,9,9,9,5,1,5,3,Female,East Asian
101,533,3,4,4,5,4,3,5,5,3,1,9,9,8,1,Female,East Asian
101,543,2,5,4,6,4,2,5,5,7,5,5,5,8,1,Female,East Asian
101,549,1,2,5,4,5,5,9,9,9,9,9,1,5,1,Female,East Asian
101,639,1,5,6,5,5,3,5,5,3,3,5,5,5,2,Female,East Asian
101,646,1,2,4,3,4,6,5,5,3,5,5,5,8,1,Female,East Asian
101,655,1,6,6,3,6,4,1,1,1,3,5,1,5,3,Female,East Asian
101,678,1,5,3,5,4,3,9,9,7,9,9,5,7,2,Female,East Asian
101,753,6,5,4,5,6,5,9,9,9,9,5,1,5,3,Female,East Asian
101,786,NaN,NaN,NaN,NaN,NaN,NaN,5,5,3,3,5,NaN,NaN,NaN,Female,East Asian
101,883,NaN,NaN,NaN,NaN,NaN,NaN,5,5,3,3,5,NaN,NaN,NaN,Female,East Asian
101,944,3,4,5,3,5,4,5,NaN,7,9,5,5,7,NaN,Female,East Asian
101,1006,2,2,5,4,4,4,5,1,3,1,5,1,5,3,Female,East Asian
101,1017,NaN,NaN,NaN,NaN,NaN,NaN,5,5,7,7,5,NaN,NaN,NaN,Female,East Asian
101,1070,2,4,4,5,4,4,5,9,9,9,5,1,5,3,Female,East Asian
101,1074,NaN,NaN,NaN,NaN,NaN,NaN,5,5,7,9,1,NaN,NaN,NaN,Female,East Asian
101,1075,NaN,NaN,NaN,NaN,NaN,NaN,5,5,3,5,5,NaN,NaN,NaN,Female,East Asian
101,1076,1,2,4,4,6,2,5,5,1,1,5,5,8,1,Female,East Asian
101,1088,NaN,NaN,NaN,NaN,NaN,NaN,9,5,3,3,5,NaN,NaN,NaN,Female,East Asian
101,1132,NaN,NaN,NaN,NaN,NaN,NaN,5,5,7,5,5,NaN,NaN,NaN,Female,East Asian
101,1152,3,3,3,5,3,4,5,1,1,1,5,1,5,2,Female,East Asian
101,1212,2,5,6,3,5,3,5,8,7,5,5,1,5,3,Female,East Asian
101,1239,1,4,3,5,5,2,5,1,1,1,5,5,7,2,Female,East Asian
101,1272,2,3,6,5,5,5,5,5,9,9,5,1,5,2,Female,East Asian
101,1309,NaN,NaN,NaN,NaN,NaN,NaN,5,9,3,3,5,NaN,NaN,NaN,Female,East Asian
101,1349,3,5,4,4,3,4,9,9,9,7,5,1,5,1,Female,East Asian
101,1350,1,3,NaN,4,3,3,1,1,1,1,5,5,7,1,Female,East Asian
101,1375,1,2,5,3,6,3,9,9,7,9,9,5,5,2,Female,East Asian
101,1391,3,4,4,4,3,6,9,9,9,9,9,1,5,3,Female,East Asian
101,1403,1,3,5,4,2,5,5,5,7,5,5,1,5,3,Female,East Asian
101,1439,3,5,3,3,4,5,5,9,7,9,5,5,7,2,Female,East Asian
101,1456,1,2,3,6,3,1,1,1,1,1,1,9,8,1,Female,East Asian
101,1466,1,2,5,5,6,3,1,5,7,1,5,9,8,1,Female,East Asian
101,1494,3,3,6,4,2,5,5,5,7,7,5,1,5,2,Female,East Asian
101,1499,NaN,NaN,NaN,NaN,NaN,NaN,1,5,7,7,5,NaN,NaN,NaN,Female,East Asian
101,1503,1,2,6,4,3,5,5,9,3,5,5,1,5,3,Female,East Asian
101,1512,4,5,4,4,3,2,5,5,3,5,5,5,8,2,Female,East Asian
101,1528,2,3,6,3,2,2,5,5,7,5,5,9,8,2,Female,East Asian
101,1605,4,3,3,4,4,4,5,1,1,1,5,5,5,3,Female,East Asian
101,1609,3,4,5,4,4,4,5,5,7,5,5,5,5,2,Female,East Asian
101,1711,1,4,3,4,3,4,5,5,9,7,5,1,5,2,Female,East Asian
101,1722,1,4,4,3,4,4,1,5,7,1,5,1,5,2,Female,East Asian
101,1732,3,4,5,4,6,3,5,5,3,5,5,5,5,1,Female,East Asian
101,1753,1,6,5,3,6,2,1,1,3,1,1,9,8,1,Female,East Asian
101,1780,2,2,3,6,3,5,5,5,3,5,5,5,8,2,Female,East Asian
101,1793,1,2,5,3,5,4,1,1,1,1,1,5,7,1,Female,East Asian
101,1894,1,3,5,4,5,3,5,2,3,5,5,5,7,3,Female,East Asian
101,1897,1,4,5,4,3,3,5,5,7,9,1,1,5,2,Female,East Asian
101,1942,1,2,3,5,6,3,1,1,1,1,5,5,8,2,Female,East Asian
101,1944,2,3,5,3,5,3,9,5,3,9,5,1,5,3,Female,East Asian
101,1954,4,4,5,3,5,5,5,5,7,7,5,5,7,2,Female,East Asian
101,1960,NaN,NaN,NaN,NaN,NaN,NaN,5,5,7,7,5,NaN,NaN,NaN,Female,East Asian
101,1999,2,4,5,4,4,4,9,9,9,9,5,1,5,2,Female,East Asian
101,2002,NaN,NaN,NaN,NaN,NaN,NaN,5,5,7,7,5,NaN,NaN,NaN,Female,East Asian
101,2066,4,6,5,2,4,2,9,9,9,9,9,5,5,2,Female,East Asian
101,2118,NaN,NaN,NaN,NaN,NaN,NaN,5,9,7,7,5,NaN,NaN,NaN,Female,East Asian
101,2191,NaN,NaN,NaN,NaN,NaN,NaN,5,5,3,3,5,NaN,NaN,NaN,Female,East Asian
101,2204,5,3,5,5,6,2,5,5,1,3,5,9,8,2,Female,East Asian
101,2208,NaN,NaN,NaN,NaN,NaN,NaN,5,1,7,7,5,NaN,NaN,NaN,Female,East Asian
101,2221,NaN,NaN,NaN,NaN,NaN,NaN,5,9,9,3,5,NaN,NaN,NaN,Female,East Asian
103,67,1,1,5,9,9,1,9,5,1,1,1,5,5,1,Male,East Asian
103,82,5,9,5,5,9,5,9,5,9,9,9,9,9,9,Male,East Asian
103,115,1,5,5,5,5,5,5,5,9,9,5,1,5,5,Male,East Asian
103,138,NaN,NaN,NaN,NaN,NaN,NaN,5,1,5,5,5,NaN,NaN,NaN,Male,East Asian
103,215,NaN,NaN,NaN,NaN,NaN,NaN,9,5,5,5,5,NaN,NaN,NaN,Male,East Asian
103,232,NaN,NaN,NaN,NaN,NaN,NaN,5,1,5,1,5,NaN,NaN,NaN,Male,East Asian
103,268,5,5,5,5,5,9,5,5,5,5,9,1,5,5,Male,East Asian
103,275,1,5,5,5,1,5,5,5,5,5,5,1,5,5,Male,East Asian
103,407,1,5,5,5,9,5,5,5,5,5,5,1,5,5,Male,East Asian
103,427,NaN,NaN,NaN,NaN,NaN,NaN,5,5,9,5,5,NaN,NaN,NaN,Male,East Asian
103,465,NaN,NaN,NaN,NaN,NaN,NaN,5,5,5,5,5,NaN,NaN,NaN,Male,East Asian
103,497,1,1,5,9,5,1,5,5,1,1,1,1,5,5,Male,East Asian
103,521,5,5,5,5,5,9,5,9,5,9,9,1,5,5,Male,East Asian
103,533,5,5,5,5,1,5,5,9,5,5,5,1,5,5,Male,East Asian
103,543,1,1,5,5,5,1,5,5,5,5,5,1,5,5,Male,East Asian
103,549,1,5,5,5,5,9,9,9,5,9,9,1,5,5,Male,East Asian
103,639,1,5,5,5,5,5,5,5,5,5,1,1,5,5,Male,East Asian
103,646,5,5,5,5,1,9,5,5,5,5,5,1,5,5,Male,East Asian
103,655,1,5,9,5,9,5,5,1,1,5,1,9,9,9,Male,East Asian
103,678,5,9,5,5,9,9,5,5,9,9,9,9,9,9,Male,East Asian
103,753,5,5,5,5,9,9,5,5,9,9,9,9,5,5,Male,East Asian
103,786,NaN,NaN,NaN,NaN,NaN,NaN,5,5,5,5,9,NaN,NaN,NaN,Male,East Asian
103,883,NaN,NaN,NaN,NaN,NaN,NaN,5,9,5,9,5,NaN,NaN,NaN,Male,East Asian
103,944,5,5,5,1,5,5,1,5,1,1,1,1,5,5,Male,East Asian
103,1006,1,9,5,5,5,9,5,1,5,5,5,1,5,5,Male,East Asian
103,1017,NaN,NaN,NaN,NaN,NaN,NaN,5,1,5,1,5,NaN,NaN,NaN,Male,East Asian
103,1070,1,5,5,5,1,9,1,5,1,5,9,1,5,5,Male,East Asian
103,1074,NaN,NaN,NaN,NaN,NaN,NaN,5,5,1,5,5,NaN,NaN,NaN,Male,East Asian
103,1075,NaN,NaN,NaN,NaN,NaN,NaN,5,5,5,5,9,NaN,NaN,NaN,Male,East Asian
103,1076,1,5,5,5,9,9,5,5,5,5,5,1,5,5,Male,East Asian
103,1088,NaN,NaN,NaN,NaN,NaN,NaN,5,5,5,5,5,NaN,NaN,NaN,Male,East Asian
103,1132,NaN,NaN,NaN,NaN,NaN,NaN,5,5,5,5,1,NaN,NaN,NaN,Male,East Asian
103,1152,1,5,5,5,5,5,5,5,5,5,1,1,5,5,Male,East Asian
103,1212,1,5,1,5,5,5,5,5,5,5,1,1,5,5,Male,East Asian
103,1239,1,5,5,5,5,5,5,1,5,1,1,9,5,9,Male,East Asian
103,1272,1,9,5,5,5,9,5,5,5,5,5,1,NaN,5,Male,East Asian
103,1309,NaN,NaN,NaN,NaN,NaN,NaN,5,5,9,5,5,NaN,NaN,NaN,Male,East Asian
103,1349,1,5,5,5,1,5,5,9,9,5,9,1,5,5,Male,East Asian
103,1350,1,5,5,1,9,5,5,5,1,1,1,5,5,5,Male,East Asian
103,1375,1,5,5,5,5,9,5,1,5,9,5,1,5,5,Male,East Asian
103,1391,1,5,5,5,1,9,1,5,9,9,9,1,5,5,Male,East Asian
103,1403,1,5,5,5,5,5,5,5,5,5,5,1,5,5,Male,East Asian
103,1439,5,9,5,5,5,9,5,9,5,5,5,9,5,9,Male,East Asian
103,1456,1,1,5,9,9,1,1,1,5,1,1,1,1,1,Male,East Asian
103,1466,1,1,5,9,9,9,5,5,1,1,5,5,5,1,Male,East Asian
103,1494,1,5,5,5,5,9,5,5,5,5,5,1,5,5,Male,East Asian
103,1499,NaN,NaN,NaN,NaN,NaN,NaN,5,5,5,5,5,NaN,NaN,NaN,Male,East Asian
103,1503,1,5,5,5,5,9,5,5,5,5,5,1,5,5,Male,East Asian
103,1512,5,5,5,5,9,5,5,5,5,5,5,1,5,5,Male,East Asian
103,1528,1,5,5,5,5,1,5,5,9,9,5,1,5,5,Male,East Asian
103,1605,1,5,5,5,5,9,9,5,9,5,1,1,5,5,Male,East Asian
103,1609,1,5,5,5,1,5,5,5,5,9,5,1,5,5,Male,East Asian
103,1711,5,5,5,5,1,9,5,1,9,9,5,1,5,5,Male,East Asian
103,1722,1,5,5,5,5,5,5,5,5,5,5,1,5,5,Male,East Asian
103,1732,1,5,5,5,1,5,5,5,5,1,5,1,5,5,Male,East Asian
103,1753,5,1,5,5,9,1,5,9,5,1,5,1,5,1,Male,East Asian
103,1780,5,5,5,5,9,9,5,5,1,1,5,1,5,5,Male,East Asian
103,1793,5,9,9,5,9,9,5,1,9,5,5,9,5,5,Male,East Asian
103,1894,1,9,5,5,9,9,5,5,5,5,9,9,5,9,Male,East Asian
103,1897,1,5,5,5,1,5,5,1,5,5,5,1,5,5,Male,East Asian
103,1942,1,5,5,5,1,1,5,5,5,5,5,1,5,5,Male,East Asian
103,1944,5,9,5,5,5,9,5,5,5,5,5,9,5,5,Male,East Asian
103,1954,1,5,5,5,5,5,5,5,5,5,9,1,5,5,Male,East Asian
103,1960,NaN,NaN,NaN,NaN,NaN,NaN,5,5,5,5,1,NaN,NaN,NaN,Male,East Asian
103,1999,5,5,5,5,1,9,5,5,5,5,5,1,5,5,Male,East Asian
103,2002,NaN,NaN,NaN,NaN,NaN,NaN,5,5,5,5,5,NaN,NaN,NaN,Male,East Asian
103,2066,5,5,5,5,5,9,5,9,1,5,5,1,5,5,Male,East Asian
103,2118,NaN,NaN,NaN,NaN,NaN,NaN,5,9,5,5,5,NaN,NaN,NaN,Male,East Asian
103,2191,NaN,NaN,NaN,NaN,NaN,NaN,1,5,5,5,5,NaN,NaN,NaN,Male,East Asian
103,2204,5,5,5,5,5,1,5,9,1,1,5,1,5,5,Male,East Asian
103,2208,NaN,NaN,NaN,NaN,NaN,NaN,5,5,1,5,5,NaN,NaN,NaN,Male,East Asian
103,2221,NaN,NaN,NaN,NaN,NaN,NaN,5,9,5,9,5,NaN,NaN,NaN,Male,East Asian
106,67,1,6,7,7,2,1,6,2,4,7,6,3,1,1,Female,White
106,82,1,6,7,3,1,2,3,3,2,7,8,3,2,2,Female,White
106,115,3,8,8,7,2,2,6,7,NaN,2,4,5,5,4,Female,White
106,138,NaN,NaN,NaN,NaN,NaN,NaN,8,8,6,3,3,NaN,NaN,NaN,Female,White
106,215,NaN,NaN,NaN,NaN,NaN,NaN,2,3,2,3,1,NaN,NaN,NaN,Female,White
106,232,NaN,NaN,NaN,NaN,NaN,NaN,7,7,1,6,6,NaN,NaN,NaN,Female,White
106,268,6,8,6,4,6,8,8,7,7,7,7,5,4,6,Female,White
106,275,5,6,6,2,7,9,2,4,2,2,2,8,6,4,Female,White
106,407,1,5,1,6,4,2,5,4,3,5,1,5,NaN,3,Female,White
106,427,NaN,NaN,NaN,NaN,NaN,NaN,3,2,4,6,4,NaN,NaN,NaN,Female,White
106,465,NaN,NaN,NaN,NaN,NaN,NaN,7,7,8,5,5,NaN,NaN,NaN,Female,White
106,497,6,1,1,8,1,1,2,8,1,1,1,3,1,1,Female,White
106,521,3,6,7,5,5,7,7,8,5,3,2,NaN,5,2,Female,White
106,533,6,4,2,2,8,9,7,9,5,3,4,8,4,5,Female,White
106,543,2,2,5,9,1,1,3,4,3,2,5,2,1,3,Female,White
106,549,4,8,4,8,6,6,9,5,8,9,9,4,3,3,Female,White
106,639,3,7,2,7,3,3,5,2,8,7,7,7,4,5,Female,White
106,646,2,5,4,7,1,6,7,6,7,8,5,5,3,1,Female,White
106,655,2,8,7,6,3,1,1,2,2,4,5,9,3,1,Female,White
106,678,1,7,8,4,1,3,8,2,9,9,9,9,5,1,Female,White
106,753,8,5,6,5,8,6,8,9,6,7,3,8,7,8,Female,White
